mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
23.785104608535768,2.3274046943723805,3.9063867568969726,0.18993325090878996,0.5,sigmoid,0.001953125,"{'C': 0.5, 'gamma': 0.001953125, 'kernel': 'sigmoid'}",0.6,0.6,0.6,0.6,0.6,0.6,0.0,355,0.6,0.6,0.6,0.6,0.6,0.6,0.0
21.793353939056395,1.0390010414390425,3.3253191471099854,0.3623620364313015,0.5,rbf,0.00390625,"{'C': 0.5, 'gamma': 0.00390625, 'kernel': 'rbf'}",0.7712,0.7705,0.7689,0.7701,0.7665,0.76944,0.0016487571076420036,298,0.77105,0.771175,0.7705,0.77095,0.772775,0.7712900000000001,0.000776627323753162
24.77461667060852,0.34123377778936154,3.9884206771850588,0.22913189279922772,0.5,poly,0.00390625,"{'C': 0.5, 'gamma': 0.00390625, 'kernel': 'poly'}",0.6,0.6,0.6,0.6,0.6,0.6,0.0,355,0.6,0.6,0.6,0.6,0.6,0.6,0.0
24.614780378341674,0.25576612863967685,3.8939301013946532,0.24943208570196138,0.5,sigmoid,0.00390625,"{'C': 0.5, 'gamma': 0.00390625, 'kernel': 'sigmoid'}",0.6143,0.614,0.6141,0.6135,0.6151,0.6142000000000001,0.0005215361924161927,338,0.61415,0.615375,0.6139,0.61445,0.6147,0.614515,0.0005078385570237905
20.537710523605348,1.3057881210767377,3.214956855773926,0.7343219942083294,0.5,rbf,0.0078125,"{'C': 0.5, 'gamma': 0.0078125, 'kernel': 'rbf'}",0.7982,0.7976,0.8037,0.7984,0.796,0.79878,0.0026003076741031826,282,0.80105,0.80075,0.799475,0.801025,0.801925,0.800845,0.0007907907434966457
21.502445888519286,2.354977859810771,3.99816780090332,0.2817513496805149,0.5,poly,0.0078125,"{'C': 0.5, 'gamma': 0.0078125, 'kernel': 'poly'}",0.6026,0.6032,0.602,0.6022,0.6028,0.6025599999999999,0.00042708313008125325,348,0.60245,0.6029,0.602475,0.602625,0.602625,0.6026149999999999,0.00016015617378046035
22.47925043106079,2.2380519926783387,3.8583165645599364,0.43707720174754244,0.5,sigmoid,0.0078125,"{'C': 0.5, 'gamma': 0.0078125, 'kernel': 'sigmoid'}",0.7541,0.7535,0.7558,0.7573,0.7542,0.75498,0.0013876599006961408,304,0.75595,0.757,0.754725,0.755375,0.757625,0.756135,0.0010552961669597796
20.753571271896362,1.5888885782895708,3.1282445430755614,0.2920332830420484,0.5,rbf,0.015625,"{'C': 0.5, 'gamma': 0.015625, 'kernel': 'rbf'}",0.81,0.8119,0.8159,0.8111,0.8084,0.8114600000000001,0.0025112546664963855,264,0.814025,0.812725,0.812575,0.814125,0.81425,0.81354,0.0007317103251970529
22.013032293319704,0.7748469710070156,3.351638078689575,0.1809109428432392,0.5,poly,0.015625,"{'C': 0.5, 'gamma': 0.015625, 'kernel': 'poly'}",0.8061,0.8074,0.8105,0.808,0.8058,0.80756,0.0016788091017146682,273,0.810375,0.80935,0.8088,0.8091,0.8108,0.809685,0.0007690253571891983
23.576738023757933,0.2703703539730292,3.593215751647949,0.5788267082032799,0.5,sigmoid,0.015625,"{'C': 0.5, 'gamma': 0.015625, 'kernel': 'sigmoid'}",0.7824,0.7788,0.7836,0.7777,0.7784,0.7801799999999999,0.002359999999999995,295,0.78235,0.7821,0.780925,0.782225,0.78245,0.7820099999999999,0.0005551126011900645
